,location,total_sqft,bath,price,BHK,price_per_sqft_in_thousand
8630,sarjapur road,2900.0,4.0,240.0,4,8.275862068965518
8631,abbigere,1326.0,2.0,35.0,3,2.6395173453996983
8632,talaghattapura,1040.0,2.0,33.28,2,3.2
8633,other,1200.0,5.0,90.0,5,7.5
8634,hennur,1020.0,2.0,48.0,2,4.705882352941177
8635,other,1400.0,3.0,90.0,3,6.428571428571429
8636,other,4000.0,12.0,160.0,10,4.0
8637,other,812.0,1.0,26.0,1,3.2019704433497536
8638,vidyaranyapura,1100.0,2.0,54.0,2,4.909090909090909
8639,other,829.0,2.0,22.8,2,2.750301568154403
8640,vijayanagar,750.0,4.0,95.0,5,12.666666666666666
8641,sanjay nagar,2700.0,4.0,350.0,4,12.962962962962964
8642,kanakpura road,1500.0,3.0,72.99,3,4.866
8643,ananth nagar,850.0,2.0,25.99,2,3.0576470588235294
8644,kaval byrasandra,1180.0,2.0,60.0,2,5.084745762711864
8645,other,5108.0,5.0,995.0,4,19.47924823805795
8646,thigalarapalya,2215.0,4.0,150.0,3,6.772009029345372
8647,channasandra,1010.0,2.0,36.0,2,3.5643564356435644
8648,marathahalli,1350.0,2.0,60.0,2,4.444444444444445
8649,talaghattapura,1100.0,2.0,50.0,2,4.545454545454546
8650,kanakpura road,1450.0,2.0,62.93,3,4.34
8651,raja rajeshwari nagar,1133.0,2.0,40.0,2,3.5304501323918798
8652,thanisandra,1564.0,3.0,100.0,3,6.3938618925831205
8653,other,640.0,1.0,10.5,2,1.640625
8654,thigalarapalya,2072.0,4.0,157.0,3,7.577220077220077
8655,rajaji nagar,432.0,2.0,65.0,2,15.046296296296296
8656,kanakapura,1460.0,2.0,51.1,3,3.5
8657,other,600.0,2.0,35.0,1,5.833333333333333
8658,rachenahalli,1050.0,2.0,52.07,2,4.959047619047619
8659,other,700.0,2.0,35.0,2,5.0
8660,tc palaya,1200.0,3.0,66.0,3,5.5
8661,yelahanka,654.0,1.0,38.0,1,5.81039755351682
8662,other,1105.0,2.0,50.0,2,4.524886877828054
8663,hebbal kempapura,1800.0,3.0,150.0,3,8.333333333333334
8664,yelachenahalli,1200.0,2.0,160.0,2,13.333333333333334
8665,kogilu,700.0,1.0,30.84,1,4.405714285714286
8666,other,1000.0,2.0,51.0,2,5.1
8667,hsr layout,3500.0,5.0,350.0,5,10.0
8668,other,1240.0,2.0,63.0,3,5.080645161290323
8669,bellandur,1200.0,2.0,45.0,2,3.75
8670,yelahanka new town,1400.0,2.0,80.0,3,5.714285714285714
8671,other,1393.0,3.0,54.0,3,3.8765254845656854
8672,whitefield,1140.0,2.0,50.0,2,4.385964912280702
8673,sahakara nagar,1000.0,5.0,130.0,5,13.0
8674,other,1640.0,3.0,70.0,3,4.2682926829268295
8675,other,1200.0,2.0,62.0,2,5.166666666666667
8676,rajaji nagar,720.0,2.0,65.0,2,9.027777777777779
8677,other,1650.0,3.0,68.0,3,4.121212121212121
8678,other,2496.0,4.0,125.0,4,5.00801282051282
8679,9th phase jp nagar,905.0,2.0,32.0,2,3.5359116022099446
8680,other,1600.0,3.0,125.0,3,7.8125
8681,chikkalasandra,1070.0,2.0,45.48,2,4.2504672897196265
8682,other,8400.0,5.0,1675.0,4,19.94047619047619
8683,koramangala,1200.0,2.0,100.0,2,8.333333333333334
8684,indira nagar,1800.0,5.0,350.0,5,19.444444444444443
8685,8th phase jp nagar,2600.0,4.0,115.0,4,4.423076923076923
8686,old airport road,1145.0,2.0,75.0,2,6.550218340611353
8687,other,1495.0,3.0,55.0,3,3.678929765886288
8688,other,1200.0,2.0,300.0,3,25.0
8689,other,1400.0,3.0,53.0,3,3.7857142857142856
8690,whitefield,1558.0,3.0,90.0,3,5.7766367137355585
8691,balagere,1007.0,2.0,53.0,2,5.2631578947368425
8692,ananth nagar,902.0,2.0,25.26,2,2.800443458980044
8693,other,1054.0,2.0,53.0,2,5.028462998102467
8694,uttarahalli,1135.0,2.0,39.73,3,3.500440528634361
8695,other,996.0,2.0,49.0,2,4.919678714859438
8696,other,1275.0,2.0,47.0,2,3.6862745098039214
8697,other,1250.0,2.0,75.0,2,6.0
8698,hennur,2502.0,4.0,170.0,4,6.794564348521183
8699,other,1394.0,2.0,52.0,2,3.7302725968436157
8700,haralur road,1243.0,2.0,46.0,2,3.7007240547063556
8701,whitefield,1216.0,2.0,75.0,2,6.167763157894737
8702,other,1075.0,2.0,57.0,2,5.3023255813953485
8703,mysore road,1800.0,2.0,42.3,2,2.35
8704,indira nagar,1500.0,3.0,120.0,3,8.0
8705,rayasandra,1708.0,3.0,76.0,4,4.4496487119437935
8706,whitefield,1500.0,3.0,250.0,3,16.666666666666668
8707,other,1800.0,4.0,115.0,3,6.388888888888889
8708,harlur,1532.0,2.0,65.0,2,4.242819843342037
8709,hosa road,1726.0,3.0,81.99,3,4.75028968713789
8710,other,1220.0,2.0,54.89,2,4.499180327868852
8711,chikkalasandra,1100.0,2.0,50.0,2,4.545454545454546
8712,electronics city phase 1,1530.0,3.0,40.0,3,2.6143790849673203
8713,hosa road,840.0,2.0,28.0,2,3.3333333333333335
8714,bommanahalli,1250.0,4.0,39.0,3,3.12
8715,cv raman nagar,1030.0,2.0,35.0,2,3.3980582524271843
8716,other,1499.0,3.0,89.0,3,5.937291527685123
8717,other,1280.0,2.0,55.0,3,4.296875
8718,munnekollal,1170.0,2.0,59.0,2,5.042735042735043
8719,other,2646.0,3.0,99.0,3,3.741496598639456
8720,other,1161.0,2.0,36.69,2,3.160206718346253
8721,yelahanka,1633.0,2.0,72.0,2,4.409063074096754
8722,other,1050.0,2.0,65.0,2,6.190476190476191
8723,hennur road,1650.0,5.0,309.0,4,18.727272727272727
8724,other,552.5,1.0,13.26,1,2.4
8725,attibele,418.0,2.0,11.5,1,2.751196172248804
8726,other,905.0,2.0,50.0,2,5.524861878453039
8727,raja rajeshwari nagar,1510.0,2.0,55.0,3,3.642384105960265
8728,chikkalasandra,1390.0,2.0,60.47,3,4.350359712230216
8729,other,1101.0,2.0,66.0,2,5.994550408719346
8730,other,2736.0,4.0,130.0,4,4.751461988304094
8731,epip zone,2350.0,4.0,163.0,3,6.9361702127659575
8732,other,1056.0,2.0,55.0,2,5.208333333333333
8733,kanakpura road,1425.0,2.0,49.88,3,3.5003508771929823
8734,electronics city phase 1,1450.0,3.0,70.0,3,4.827586206896552
8735,other,1000.0,2.0,34.0,2,3.4
8736,haralur road,575.0,1.0,38.0,1,6.608695652173913
8737,uttarahalli,1350.0,2.0,47.24,3,3.4992592592592593
8738,kanakpura road,2000.0,2.0,180.0,3,9.0
8739,other,1770.0,3.0,90.0,3,5.084745762711864
8740,other,3155.0,3.0,315.0,3,9.984152139461173
8741,anandapura,616.0,3.0,45.0,2,7.305194805194805
8742,jp nagar,745.0,1.0,34.27,1,4.6000000000000005
8743,other,6500.0,7.0,104.0,7,1.6
8744,other,2400.0,4.0,650.0,4,27.083333333333332
8745,kudlu gate,1547.0,2.0,103.0,2,6.658047834518423
8746,panathur,1713.0,3.0,120.0,3,7.005253940455342
8747,sarjapur,3300.0,4.0,430.0,4,13.030303030303031
8748,other,1135.0,4.0,190.0,8,16.740088105726873
8749,yeshwanthpur,1856.0,4.0,180.0,3,9.698275862068966
8750,other,1152.0,2.0,57.0,2,4.947916666666667
8751,dodda nekkundi,1100.0,2.0,46.75,2,4.25
8752,other,2357.0,3.0,135.0,3,5.727619855748833
8753,akshaya nagar,1820.0,4.0,95.0,3,5.21978021978022
8754,other,1865.0,3.0,139.0,3,7.453083109919571
8755,kanakpura road,1240.0,2.0,65.0,2,5.241935483870968
8756,padmanabhanagar,1360.0,3.0,75.0,3,5.514705882352941
8757,other,4200.0,4.0,255.0,4,6.071428571428571
8758,electronics city phase 1,1450.0,2.0,63.51,3,4.38
8759,budigere,1139.0,2.0,72.0,2,6.321334503950834
8760,begur road,1565.0,2.0,56.0,3,3.5782747603833864
8761,other,1200.0,3.0,165.0,3,13.75
8762,other,600.0,4.0,77.0,4,12.833333333333334
8763,other,1200.0,2.0,39.0,2,3.25
8764,yeshwanthpur,1855.0,3.0,140.0,3,7.547169811320755
8765,margondanahalli,1100.0,2.0,55.0,2,5.0
8766,other,1350.0,2.0,65.0,3,4.814814814814815
8767,old madras road,2266.0,3.0,207.0,3,9.13503971756399
8768,hosur road,660.0,1.0,23.0,1,3.484848484848485
8769,other,1490.0,2.0,150.0,2,10.06711409395973
8770,kambipura,1083.0,2.0,48.0,3,4.43213296398892
8771,hennur road,1232.0,2.0,83.0,2,6.737012987012987
8772,raja rajeshwari nagar,1550.0,3.0,86.8,3,5.6
8773,whitefield,1227.0,2.0,70.0,2,5.704971475142624
8774,sarjapur road,1059.0,2.0,68.0,2,6.421152030217186
8775,electronic city phase ii,545.0,1.0,29.0,2,5.321100917431193
8776,mahadevpura,1152.0,2.0,54.0,2,4.6875
8777,other,870.0,1.0,45.0,2,5.172413793103448
8778,panathur,1210.0,2.0,78.0,2,6.446280991735537
8779,thanisandra,663.0,1.0,46.1,1,6.953242835595777
8780,other,1464.0,2.0,135.0,3,9.221311475409836
8781,other,1365.0,3.0,80.0,3,5.86080586080586
8782,whitefield,1704.0,3.0,120.0,3,7.042253521126761
8783,whitefield,1495.0,2.0,60.55,3,4.050167224080267
8784,whitefield,1256.0,2.0,73.0,2,5.812101910828026
8785,kengeri,883.0,2.0,49.0,2,5.549263873159683
8786,bisuvanahalli,1080.0,2.0,45.0,3,4.166666666666667
8787,other,497.0,1.0,25.0,2,5.030181086519114
8788,9th phase jp nagar,1073.0,2.0,52.36,2,4.87977632805219
8789,rajaji nagar,3000.0,6.0,250.0,6,8.333333333333334
8790,other,1300.0,2.0,32.0,2,2.4615384615384617
8791,thanisandra,662.0,1.0,45.0,1,6.7975830815709966
8792,other,1200.0,2.0,75.0,2,6.25
8793,5th phase jp nagar,1550.0,3.0,75.0,3,4.838709677419355
8794,other,1707.0,3.0,171.0,3,10.017574692442881
8795,banashankari,1310.0,2.0,80.43,2,6.13969465648855
8796,sarjapur road,1577.0,3.0,65.0,3,4.121750158528852
8797,other,1324.0,3.0,65.0,3,4.909365558912387
8798,kothanur,1786.0,2.0,106.0,3,5.93505039193729
8799,harlur,1174.0,2.0,75.0,2,6.388415672913117
8800,other,565.0,1.0,33.0,1,5.84070796460177
8801,7th phase jp nagar,1400.0,2.0,95.0,3,6.785714285714286
8802,electronic city,635.0,1.0,28.0,1,4.409448818897638
8803,other,3000.0,8.0,400.0,6,13.333333333333334
8804,8th phase jp nagar,1368.0,2.0,54.71,3,3.999269005847953
8805,kanakpura road,1450.0,3.0,55.0,3,3.793103448275862
8806,devanahalli,1045.0,2.0,48.0,2,4.5933014354066986
8807,electronic city,1128.0,2.0,65.4,2,5.797872340425533
8808,bhoganhalli,1125.0,2.0,54.0,2,4.8
8809,whitefield,1195.0,2.0,62.38,2,5.220083682008368
8810,other,630.0,2.0,70.0,1,11.11111111111111
8811,kaggadasapura,1350.0,2.0,105.0,3,7.777777777777778
8812,domlur,1740.0,3.0,120.0,3,6.896551724137931
8813,bommasandra,877.0,2.0,29.0,2,3.30672748004561
8814,whitefield,1770.0,4.0,68.0,3,3.84180790960452
8815,yelahanka new town,450.0,1.0,15.0,1,3.3333333333333335
8816,other,1000.0,2.0,55.0,2,5.5
8817,whitefield,1300.0,2.0,78.0,2,6.0
8818,doddathoguru,1300.0,2.0,42.0,3,3.230769230769231
8819,abbigere,985.0,2.0,40.39,2,4.100507614213198
8820,other,1045.0,2.0,42.0,2,4.019138755980861
8821,other,1250.0,2.0,62.4,2,4.992
8822,other,2400.0,4.0,130.0,3,5.416666666666667
8823,haralur road,1194.0,2.0,46.0,2,3.852596314907873
8824,kanakpura road,1420.0,3.0,68.0,3,4.788732394366197
8825,other,1720.0,3.0,83.0,3,4.825581395348837
8826,rachenahalli,1530.0,2.0,74.4,3,4.862745098039216
8827,anandapura,1200.0,2.0,66.0,3,5.5
8828,whitefield,1570.0,3.0,88.0,3,5.6050955414012735
8829,sarjapur road,1157.0,2.0,74.0,3,6.395851339671564
8830,sarjapur,535.0,1.0,20.0,2,3.7383177570093458
8831,kanakapura,1120.0,2.0,39.2,2,3.5000000000000004
8832,other,1150.0,2.0,60.0,2,5.217391304347826
8833,hebbal kempapura,2400.0,5.0,200.0,5,8.333333333333334
8834,bannerghatta road,1215.0,2.0,68.0,2,5.596707818930041
8835,bhoganhalli,1444.0,2.0,75.97,2,5.261080332409972
8836,6th phase jp nagar,2003.0,3.0,200.0,3,9.98502246630055
8837,other,1100.0,2.0,70.0,2,6.363636363636363
8838,kodichikkanahalli,900.0,2.0,42.0,2,4.666666666666667
8839,talaghattapura,1372.0,2.0,43.9,3,3.1997084548104957
8840,other,4500.0,5.0,150.0,4,3.3333333333333335
8841,bisuvanahalli,1180.0,2.0,55.5,3,4.703389830508475
8842,electronic city,1096.0,2.0,39.0,2,3.5583941605839415
8843,yeshwanthpur,2504.0,3.0,138.0,3,5.5111821086261985
8844,other,1350.0,2.0,47.25,3,3.5
8845,other,420.0,1.0,23.5,1,5.595238095238095
8846,hennur road,1832.0,3.0,116.0,3,6.331877729257642
8847,anandapura,1380.0,7.0,130.0,6,9.420289855072463
8848,other,940.0,2.0,40.0,2,4.25531914893617
8849,whitefield,4290.0,5.0,625.0,4,14.56876456876457
8850,electronic city phase ii,1020.0,2.0,29.45,2,2.8872549019607843
8851,abbigere,2500.0,6.0,81.0,6,3.24
8852,raja rajeshwari nagar,1400.0,2.0,45.0,2,3.2142857142857144
8853,other,1675.0,3.0,65.0,3,3.8805970149253732
8854,tumkur road,708.0,2.0,32.0,2,4.519774011299435
8855,channasandra,1123.0,2.0,36.0,2,3.205699020480855
8856,talaghattapura,1100.0,2.0,49.49,2,4.499090909090909
8857,other,1225.0,2.0,71.05,2,5.8
8858,lingadheeranahalli,1683.0,3.0,140.0,3,8.318478906714201
8859,kengeri satellite town,410.0,1.0,15.0,1,3.658536585365854
8860,other,2400.0,2.0,300.0,3,12.5
8861,other,1350.0,4.0,90.0,4,6.666666666666667
8862,gubbalala,1475.0,2.0,80.0,2,5.423728813559322
8863,kengeri satellite town,1120.0,2.0,49.0,2,4.375
8864,kr puram,1150.0,2.0,42.0,2,3.652173913043478
8865,yeshwanthpur,1165.0,2.0,85.0,2,7.296137339055794
8866,harlur,1756.0,3.0,134.0,3,7.6309794988610475
8867,ambedkar nagar,1409.0,2.0,95.0,2,6.74237047551455
8868,mahadevpura,1212.0,2.0,56.9,2,4.694719471947194
8869,doddathoguru,1140.0,2.0,26.49,2,2.3236842105263156
8870,hegde nagar,2087.01,3.0,115.0,3,5.510275465857854
8871,other,775.0,1.0,34.1,1,4.4
8872,sarjapur road,1700.0,3.0,118.0,3,6.9411764705882355
8873,other,1732.5,3.0,91.855,3,5.301875901875902
8874,raja rajeshwari nagar,1110.0,2.0,52.0,2,4.684684684684685
8875,electronic city phase ii,1000.0,2.0,28.88,2,2.888
8876,marathahalli,1550.0,7.0,160.0,7,10.32258064516129
8877,other,2704.0,5.0,105.0,4,3.883136094674556
8878,other,3760.0,2.0,280.0,2,7.446808510638298
8879,hormavu,1600.0,5.0,140.0,5,8.75
8880,bhoganhalli,1205.0,2.0,64.47,2,5.350207468879668
8881,thigalarapalya,1418.0,2.0,105.0,2,7.404795486600846
8882,ardendale,1650.0,3.0,82.0,3,4.96969696969697
8883,other,1200.0,7.0,139.0,7,11.583333333333334
8884,electronic city,1150.0,2.0,38.0,2,3.3043478260869565
8885,other,3071.0,4.0,300.0,3,9.76880494952784
8886,other,2400.0,5.0,100.0,4,4.166666666666667
8887,other,850.0,2.0,34.0,2,4.0
8888,raja rajeshwari nagar,1580.0,3.0,83.74,3,5.3
8889,whitefield,1216.0,2.0,84.03,2,6.910361842105263
8890,kanakpura road,381.0,1.0,28.0,1,7.349081364829396
8891,kr puram,4600.0,9.0,200.0,9,4.3478260869565215
8892,hebbal,1040.0,2.0,55.0,2,5.288461538461538
8893,choodasandra,2429.0,3.0,210.0,4,8.645533141210375
8894,other,1260.0,2.0,49.0,3,3.888888888888889
8895,kanakpura road,1498.0,3.0,74.9,3,5.000000000000001
8896,vidyaranyapura,1200.0,2.0,65.0,3,5.416666666666667
8897,electronic city,1355.0,2.0,72.9,2,5.380073800738008
8898,other,1450.0,3.0,65.0,3,4.482758620689655
8899,yeshwanthpur,1860.0,3.0,168.0,3,9.03225806451613
8900,whitefield,1240.0,2.0,70.0,2,5.645161290322581
8901,kanakpura road,1300.0,2.0,55.0,3,4.230769230769231
8902,kundalahalli,2500.0,5.0,245.0,4,9.8
8903,ambedkar nagar,1950.0,4.0,120.0,3,6.153846153846154
8904,ambalipura,1625.0,2.0,145.0,3,8.923076923076923
8905,electronic city,1200.0,2.0,30.0,2,2.5
8906,other,1101.0,2.0,66.0,2,5.994550408719346
8907,whitefield,1216.0,2.0,72.5,2,5.962171052631579
8908,uttarahalli,1250.0,2.0,50.0,3,4.0
8909,other,2100.0,3.0,70.0,3,3.3333333333333335
8910,ananth nagar,1470.0,3.0,54.0,3,3.673469387755102
8911,bannerghatta road,1365.0,3.0,76.18,3,5.5809523809523816
8912,hosa road,1364.0,2.0,64.79,2,4.750000000000001
8913,other,1180.0,2.0,59.47,2,5.0398305084745765
8914,7th phase jp nagar,1800.0,3.0,130.0,3,7.222222222222222
8915,kothannur,1350.0,2.0,42.0,2,3.111111111111111
8916,thanisandra,1573.0,3.0,98.0,3,6.230133502860776
8917,other,1620.0,3.0,95.0,3,5.864197530864198
8918,other,1072.0,2.0,42.87,2,3.9990671641791047
8919,other,560.0,1.0,21.0,1,3.75
8920,other,1156.0,2.0,46.0,2,3.9792387543252596
8921,kudlu gate,1336.0,2.0,86.0,2,6.437125748502994
8922,electronic city,1200.0,2.0,20.0,2,1.6666666666666667
8923,marathahalli,3400.0,4.0,235.0,4,6.911764705882353
8924,raja rajeshwari nagar,1608.0,3.0,54.51,3,3.389925373134328
8925,jp nagar,4000.0,4.0,441.0,4,11.025
8926,whitefield,1215.0,2.0,40.0,2,3.292181069958848
8927,other,1100.0,2.0,166.0,2,15.090909090909092
8928,green glen layout,1517.0,3.0,100.0,3,6.591957811470007
8929,other,1565.0,2.0,69.0,2,4.4089456869009584
8930,other,1680.0,4.0,250.0,6,14.880952380952381
8931,whitefield,2025.0,4.0,115.0,3,5.679012345679013
8932,jalahalli,1057.0,2.0,34.71,2,3.283822138126774
8933,other,3850.0,3.0,650.0,3,16.883116883116884
8934,sarjapur,1044.0,2.0,34.0,2,3.256704980842912
8935,domlur,1695.0,3.0,125.0,3,7.374631268436578
8936,ramagondanahalli,1635.0,3.0,61.0,3,3.7308868501529053
8937,other,1140.0,2.0,56.0,2,4.912280701754386
8938,electronic city,1150.0,2.0,35.0,2,3.0434782608695654
8939,yelachenahalli,1110.0,2.0,110.0,2,9.90990990990991
8940,yeshwanthpur,1163.0,2.0,64.08,2,5.509888220120378
8941,thubarahalli,1418.0,2.0,65.0,3,4.58392101551481
8942,varthur,1155.0,2.0,60.0,2,5.194805194805195
8943,bannerghatta road,1115.0,2.0,78.0,2,6.995515695067264
8944,other,2250.0,3.0,180.0,3,8.0
8945,other,1020.0,2.0,48.45,2,4.75
8946,other,1485.0,3.0,78.0,3,5.252525252525253
8947,whitefield,1920.0,5.0,250.0,4,13.020833333333334
8948,other,1350.0,2.0,45.0,1,3.3333333333333335
8949,other,1209.0,2.0,100.0,2,8.271298593879239
8950,8th phase jp nagar,1089.0,2.0,43.55,2,3.999081726354454
8951,yelahanka,1445.0,2.0,82.0,2,5.674740484429066
8952,uttarahalli,1250.0,2.0,50.0,3,4.0
8953,other,1500.0,3.0,95.0,3,6.333333333333333
8954,other,1705.0,3.0,75.0,3,4.39882697947214
8955,indira nagar,2200.0,3.0,160.0,3,7.2727272727272725
8957,other,1800.0,8.0,110.0,8,6.111111111111111
8958,whitefield,7200.0,5.0,900.0,5,12.5
8959,bellandur,1830.0,3.0,90.0,3,4.918032786885246
8960,electronics city phase 1,1450.0,3.0,58.0,3,4.0
8961,choodasandra,1220.0,3.0,56.0,3,4.590163934426229
8962,hoodi,1259.0,2.0,69.45,2,5.516282764098491
8963,subramanyapura,1260.0,2.0,73.0,3,5.7936507936507935
8964,kaggadasapura,2500.0,5.0,120.0,3,4.8
8965,kudlu gate,1919.0,3.0,121.0,3,6.3053673788431475
8966,other,1400.0,6.0,160.0,6,11.428571428571429
8967,hennur road,2050.0,3.0,120.0,3,5.853658536585366
8968,basavangudi,1050.0,2.0,103.0,2,9.80952380952381
8969,other,1000.0,2.0,60.0,2,6.0
8970,raja rajeshwari nagar,1640.0,3.0,86.8,3,5.2926829268292686
8971,other,1488.0,2.0,65.0,3,4.368279569892473
8972,chikkalasandra,1265.0,2.0,53.12,3,4.199209486166008
8973,hennur,1640.0,3.0,120.0,3,7.317073170731708
8974,9th phase jp nagar,1719.3,2.0,88.0,3,5.1183621241202815
8975,other,1200.0,4.0,130.0,4,10.833333333333334
8976,kaggadasapura,1180.0,2.0,70.0,2,5.932203389830509
8977,hbr layout,1700.0,3.0,110.0,3,6.470588235294118
8978,kudlu gate,1464.0,3.0,56.0,2,3.8251366120218577
8979,jp nagar,1800.0,6.0,68.0,6,3.7777777777777777
8980,other,1495.0,2.0,300.0,4,20.066889632107024
8981,yelahanka,1225.0,2.0,62.0,2,5.061224489795919
8982,7th phase jp nagar,1050.0,2.0,68.0,2,6.476190476190476
8983,sarjapur road,1691.0,3.0,120.0,3,7.09639266706091
8984,other,2250.0,3.0,199.0,3,8.844444444444445
8985,other,3700.0,4.0,314.0,4,8.486486486486486
8986,jalahalli,1244.0,6.0,130.0,8,10.45016077170418
8987,other,750.0,4.0,120.0,4,16.0
8988,other,1190.0,2.0,42.25,2,3.5504201680672267
8989,haralur road,1243.0,2.0,46.0,2,3.7007240547063556
8990,hormavu,765.0,2.0,37.49,2,4.900653594771242
8991,other,730.0,1.0,52.0,2,7.123287671232877
8992,other,1405.0,3.0,169.0,3,12.02846975088968
8993,old madras road,1350.0,3.0,45.9,3,3.4
8994,yelahanka new town,500.0,1.0,18.0,1,3.6
8995,amruthahalli,1200.0,2.0,55.0,2,4.583333333333333
8996,electronic city,1165.0,2.0,33.64,2,2.8875536480686694
8997,7th phase jp nagar,1400.0,2.0,57.0,3,4.071428571428571
8998,other,4800.0,6.0,420.0,4,8.75
8999,hormavu,1668.0,2.0,120.0,3,7.194244604316546
9000,other,700.0,1.0,35.0,1,5.0
9001,5th phase jp nagar,1485.0,2.0,66.0,3,4.444444444444445
9002,kanakpura road,700.0,2.0,41.0,2,5.857142857142857
9003,whitefield,1346.0,2.0,100.0,3,7.429420505200595
9004,bisuvanahalli,1075.0,2.0,47.0,3,4.372093023255814
9005,other,1050.0,2.0,43.5,2,4.142857142857143
9006,other,1800.0,3.0,53.0,3,2.9444444444444446
9007,electronic city,1609.0,3.0,115.0,3,7.1472964574269735
9008,electronic city,770.0,1.0,35.0,2,4.545454545454546
9009,kudlu,1076.0,2.0,50.0,2,4.646840148698884
9010,kengeri,1052.0,2.0,51.0,2,4.847908745247148
9011,channasandra,1000.0,2.0,35.0,2,3.5
9012,bommasandra industrial area,1000.0,2.0,28.88,2,2.888
9013,thanisandra,1262.0,2.0,83.0,3,6.576862123613312
9014,other,720.0,3.0,48.0,3,6.666666666666667
9015,other,500.0,1.0,16.0,1,3.2
9016,other,3500.0,4.0,700.0,4,20.0
9017,other,1600.0,3.0,180.0,3,11.25
9018,ramagondanahalli,1251.0,2.0,53.0,2,4.236610711430855
9019,nagarbhavi,1050.0,3.0,175.0,3,16.666666666666668
9020,other,1140.0,2.0,49.0,2,4.298245614035087
9021,old madras road,1157.0,2.0,47.32,2,4.089887640449438
9022,other,648.0,1.0,34.0,1,5.246913580246914
9023,harlur,1197.0,2.0,78.0,2,6.516290726817043
9024,raja rajeshwari nagar,1500.0,3.0,51.04,3,3.4026666666666667
9025,raja rajeshwari nagar,1185.0,2.0,51.15,2,4.3164556962025316
9026,kumaraswami layout,2400.0,2.0,125.0,3,5.208333333333333
9027,kundalahalli,1397.0,3.0,105.0,3,7.516105941302792
9028,uttarahalli,1175.0,2.0,47.0,2,4.0
9029,basaveshwara nagar,900.0,2.0,60.0,2,6.666666666666667
9030,rachenahalli,2710.0,3.0,170.0,3,6.273062730627307
9031,other,1720.0,2.0,126.0,3,7.325581395348837
9032,other,1756.0,3.0,307.0,3,17.482915717539864
9033,yelahanka,602.0,1.0,38.0,1,6.312292358803987
9034,sarjapur road,1770.0,3.0,180.0,3,10.169491525423728
9035,kothannur,930.0,6.0,150.0,6,16.129032258064516
9036,raja rajeshwari nagar,1295.0,2.0,43.9,2,3.38996138996139
9037,rachenahalli,1200.0,2.0,46.5,2,3.875
9038,other,1100.0,2.0,45.0,2,4.090909090909091
9039,haralur road,1194.0,2.0,46.0,2,3.852596314907873
9040,other,720.0,2.0,32.0,3,4.444444444444445
9041,kasavanhalli,1476.0,3.0,105.0,3,7.1138211382113825
9042,thanisandra,1056.0,2.0,65.0,2,6.15530303030303
9043,other,825.0,2.0,35.0,2,4.242424242424242
9044,epip zone,1860.0,3.0,130.0,3,6.989247311827957
9045,gunjur,1063.0,2.0,40.0,2,3.762935089369708
9046,yelahanka,697.0,1.0,35.0,1,5.0215208034433285
9047,vijayanagar,2400.0,2.0,230.0,1,9.583333333333334
9048,anekal,1200.0,1.0,36.0,2,3.0
9049,cv raman nagar,1835.0,3.0,160.0,3,8.719346049046322
9050,bannerghatta road,1532.5,3.0,79.465,3,5.185318107667211
9051,btm 2nd stage,1147.0,2.0,75.0,2,6.538796861377507
9052,uttarahalli,1360.0,2.0,47.59,3,3.4992647058823527
9053,kothanur,3400.0,5.0,265.0,4,7.794117647058823
9054,other,1080.0,2.0,64.0,2,5.925925925925926
9055,other,1010.0,2.0,40.4,2,4.0
9056,other,2600.0,4.0,523.0,4,20.115384615384617
9057,brookefield,1270.0,2.0,95.0,2,7.480314960629921
9058,other,1100.0,2.0,61.0,2,5.545454545454546
9059,bellandur,1410.0,3.0,92.0,2,6.524822695035461
9060,yelahanka,1065.0,2.0,41.38,2,3.8854460093896717
9061,anekal,1200.0,1.0,36.0,2,3.0
9062,hebbal,1315.0,3.0,65.0,3,4.942965779467681
9063,indira nagar,1650.0,3.0,200.0,3,12.121212121212121
9064,haralur road,1140.0,2.0,43.0,2,3.7719298245614037
9065,kaggadasapura,960.0,2.0,45.0,2,4.6875
9066,other,800.0,1.0,29.0,2,3.625
9067,other,1225.0,2.0,47.0,2,3.836734693877551
9068,whitefield,1020.0,2.0,45.0,2,4.411764705882353
